COUNTRY,SERIES_CODE,INDICATOR,SCALE,UNIT,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Available_Year_Count,Missing_Year_Count,Missing_Year_Percentage,Historical_Average,Historical_Median,Historical_Minimum,Historical_Maximum,Historical_Standard_Deviation,Historical_Range,First_Year_Value,Latest_Year_Value,First_Year,Latest_Year,Absolute_Change,Percentage_Change,Previous_Year_Value,Latest_Year_Change,Latest_Year_Change_Percentage,CAGR_Percentage,Trend_Slope,Trend_Direction,Latest_Value_Status,Latest_Value_Log,Historical_Average_Log,Country_ID,Country_Record_Count,Indicator_ID,Indicator_Record_Count,Unit_ID,Unit_Record_Count,Scale_ID,Country_Indicator_Record_Count,Latest_Value_Outlier_Flag,Historical_Average_Outlier_Flag,Total_Missing_Values_Per_Row,Total_Available_Values_Per_Row,Missing_Value_Percentage_Per_Row
Jordan,JOR.NGDP_FY.A,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Billions,Domestic currency,1.61,1.834,1.986,2.123,2.19,2.49,2.542,2.612,2.696,3.069,3.288,4.057,4.355,4.91,5.293,5.525,5.787,6.393,6.59,6.833,7.259,7.81,8.282,9.218,10.286,12.37,14.063,18.204,19.498,21.444,23.175,24.746,26.89,28.78,30.1,31.019,32.33,33.68,34.535,34.032,35.999,37.997,39.848,41.619,43.74,45,0,0.0,15.624599999999997,8.282,1.61,43.74,13.759719464634973,42.13,1.61,43.74,1981,2025,42.13,2616.7701863354037,41.619,2.121000000000002,5.096230087219785,7.793385317689427,0.9946570487483525,Increasing,Positive,3.8008679560619836,2.8108835261020917,86,40,19,197,0,2134,0,1,0,0,0,85,0.0
Israel,ISR.LE.A,"Employed persons, Persons for countries / Index for country groups",Millions,Not Specified,1.302,1.32,1.362,1.382,1.372,1.391,1.427,1.478,1.486,1.517,1.61,1.678,1.781,1.903,1.993,2.202,2.232,2.267,2.337,2.429,2.439,2.461,2.513,2.59,2.691,2.775,2.893,2.992,3.051,3.157,3.253,3.359,3.449,3.554,3.644,3.737,3.825,3.906,3.967,3.913,3.958,4.187,4.323,4.374,4.342,45,0,0.0,2.662711111111111,2.513,1.302,4.374,1.00240854541409,3.0719999999999996,1.302,4.342,1981,2025,3.0399999999999996,233.48694316436246,4.374,-0.03200000000000003,-0.731595793324189,2.775158527411792,0.0758424242424242,Increasing,Positive,1.675600114687769,1.2982036139409985,82,43,6,41,2,1142,1,1,0,0,0,85,0.0
Iraq,IRQ.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,312.842,244.154,265.073,298.564,336.485,443.227,529.092,589.517,752.902,602.207,693.669,847.447,854.168,839.778,819.397,599.388,490.493,552.902,554.961,547.339,484.265,554.465,656.863,535.525,545.583,491.174,45,0,0.0,326.6548,312.842,10.478,854.168,301.63394371026794,843.69,12.017,491.174,1981,2025,479.157,3987.3262877590078,545.583,-54.40899999999999,-9.972634777843151,8.798678579656528,19.294963768115945,Increasing,Positive,6.198832312506454,5.791960615156927,80,32,38,197,2,1142,2,1,0,0,0,85,0.0
Jordan,JOR.GGSB.A,"Structural balance, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,-0.186,-0.276,-0.186,-0.45,-0.791,-0.702,-0.63,-0.625,-0.846,-1.686,-2.107,-2.08,-3.357,-2.729,-6.378,-7.294,-2.834,-1.886,-2.018,-2.545,-2.672,-3.135,-3.009,-2.526,-3.245,-3.728,-3.548,45,0,0.0,4.0295444444444435,-0.625,-7.294,16.064,7.994261651350457,23.358,12.017,-3.548,1981,2025,-15.565,-129.5248398102688,-3.728,0.18000000000000016,4.828326180257514,,-0.5160982872200259,Decreasing,Negative,,1.6153294123052635,86,40,41,87,0,2134,0,1,0,0,2,83,2.3255813953488373
Kuwait,KWT.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",Units,Percent,54.568,22.578,27.09,32.275,23.135,31.669,19.647,24.616,39.572,20.396,-242.976,-2.27,10.443,12.947,18.45,22.568,25.943,8.537,16.809,38.899,23.85,11.165,19.674,26.221,37.21,44.612,36.049,40.871,26.692,32.044,42.937,45.458,40.302,33.438,3.501,-4.626,7.962,14.344,12.678,4.362,25.204,34.392,31.068,29.024,23.267,45,0,0.0,18.81322222222222,24.616,-242.976,54.568,42.02607946744547,297.544,54.568,23.267,1981,2025,-31.301,-57.36145726433074,29.024,-5.7570000000000014,-19.835308710033082,-1.9186540110582295,0.34415125164690147,Increasing,Positive,3.1891174027039253,2.9863495038297523,92,35,4,196,3,3211,2,1,0,0,0,85,0.0
Kuwait,KWT.BCA.A,"Current account balance (credit less debit), US dollar",Billions,US dollar,13.778,4.873,5.654,7.004,4.961,5.67,4.395,5.093,9.621,3.72,-26.22,-0.451,2.502,3.219,5.016,7.107,7.873,2.215,5.064,14.67,8.325,4.257,9.418,15.585,30.065,45.303,41.315,60.24,28.291,36.98,66.131,79.126,70.198,54.403,4.013,-5.06,9.609,19.888,17.858,4.844,37.389,63.123,51.409,46.7,36.723,45,0,0.0,20.486600000000003,9.418,-26.22,79.126,23.612214380004104,105.346,13.778,36.723,1981,2025,22.945,166.5336042967049,46.7,-9.977000000000004,-21.364025695931485,2.2530288559192035,1.0521598155467693,Increasing,Positive,3.630269988006673,3.0674294850150203,92,35,5,196,4,590,0,1,0,0,0,85,0.0
Kuwait,KWT.GGX_NGDP.A,"Expenditure, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,50.218,56.638,44.238,50.122,43.323,122.444,208.094,77.355,58.014,57.519,51.687,42.514,43.534,51.449,44.27,29.724,41.174,42.55,38.007,35.201,28.712,32.21,30.374,40.806,42.782,45.402,39.624,38.1,38.389,44.953,55.281,54.044,51.862,51.049,50.24,62.887,48.342,39.589,48.313,48.005,50.102,45,0,0.0,48.32096666666666,44.27,10.478,208.094,30.22230949608704,197.61599999999999,12.017,50.102,1981,2025,38.084999999999994,316.9260214695847,48.005,2.096999999999994,4.368294969274022,3.298080157933958,-0.06096554677206399,Decreasing,Positive,3.933823635386999,3.898349277995931,92,35,8,197,3,3211,2,1,0,0,0,85,0.0
Jordan,JOR.NGDPRPC.A,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Units,Domestic currency,4094.809,4154.617,4029.766,4064.42,3842.617,3889.277,3815.914,3749.051,3193.788,2989.395,2677.565,2966.65,2937.34,2938.362,2987.516,2945.245,2974.742,2999.93,3030.481,3091.949,3178.796,3316.028,3370.941,3559.377,3773.736,3827.482,3892.99,4114.947,4231.315,4248.465,4262.083,4302.905,4142.669,3804.133,3556.594,3460.25,3459.965,3441.734,3427.37,3335.942,3398.199,3432.636,3483.427,3537.318,3642.367,45,0,0.0,3546.1134,3483.427,2677.565,4302.905,450.354355971717,1625.3399999999997,4094.809,3642.367,1981,2025,-452.442,-11.049160046292757,3537.318,105.04899999999998,2.969735828104795,-0.2657515467449634,2.554089196310967,Increasing,Positive,8.20066353308192,8.173889424942018,86,40,15,196,0,2134,2,1,1,1,0,85,0.0
Jordan,JOR.TX_RPCH.A,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Units,Percent,18.925,-10.433,-0.434,5.681,0.919,2.907,9.517,-39.385,-7.571,-4.1,6.4,7.7,2.3,7.066,8.7,-2.691,6.799,2.818,2.891,7.859,8.422,20.982,6.765,14.567,1.597,14.097,2.492,4.755,-10.523,13.034,-0.544,-0.964,0.444,6.185,-7.32,0.905,2.737,0.791,12.015,-16.7,8.091,18.697,7.59,0.84,3.692,45,0,0.0,3.0781111111111112,2.907,-39.385,20.982,10.060329405013224,60.367,18.925,3.692,1981,2025,-15.233,-80.49141347424043,0.84,2.8520000000000003,339.5238095238096,-3.6462174723374874,0.08220645586297491,Increasing,Positive,1.5458589307912292,1.405633918252667,86,40,9,177,3,3211,2,1,0,0,0,85,0.0
Iraq,IRQ.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,15.9575,15.882,17.0715,26.674,36.533,55.979,73.24,75.194,73.088,74.864,79.059,83.873,85.449,87.36,88.577,88.983,89.161,89.475,89.297,89.809,95.235,99.985,104.4,107.092,107.425,45,0,0.0,47.20689999999999,17.0715,10.478,107.425,37.06414011434649,96.947,12.017,107.425,1981,2025,95.408,793.941915619539,107.092,0.3329999999999984,0.3109475964591178,5.104343997839855,2.6200722661396556,Increasing,Positive,4.68605868972143,3.875502164338037,80,32,2,197,1,590,2,1,0,0,0,85,0.0
Israel,ISR.GGXWDG.A,"Gross debt, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,429.41,460.12,517.39,536.42,553.97,563.58,549.14,536.36,556.84,608.12,617.81,643.65,678.82,710.55,739.77,739.77,761.21,769.55,809.92,843.88,1005.33,1070.75,1064.24,1154.71,1357.72,1444.45,45,0,0.0,444.03257777777776,536.36,10.478,1444.45,424.4037626883952,1433.972,12.017,1444.45,1981,2025,1432.433,11920.05492219356,1357.72,86.73000000000002,6.387915034027635,11.498904708425917,30.56338129117258,Increasing,Positive,7.27617597075092,6.098147487976018,82,43,12,194,0,2134,0,1,1,1,0,85,0.0
Jordan,JOR.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,-7.473,-3.815,-13.372,-12.888,-6.836,-6.819,-8.102,2.071,-1.432,-1.675,-1.453,-2.688,-2.677,-5.589,-1.125,-1.853,-1.126,-3.214,-1.6,0.563,-2.201,-1.857,2.765,1.915,-2.278,0.19,-1.208,-3.326,-8.779,-6.752,-5.182,-2.623,-3.216,-4.232,-5.064,-7.556,-6.62,-4.902,-6.487,-7.271,-6.345,45,0,0.0,-2.5962111111111112,-2.688,-13.372,12.114,5.580041033663976,25.486,12.017,-6.345,1981,2025,-18.362,-152.8001997170675,-7.271,0.9260000000000002,12.735524687113193,,-0.15747252964427064,Decreasing,Negative,,,86,40,33,197,3,3211,2,1,0,0,3,82,3.488372093023256
Israel,ISR.PPPPC.A,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Units,Not Specified,8659.744,9161.389,9563.196,9998.309,10585.475,11010.855,11934.286,12585.76,13040.33,13986.111,14243.817,15071.007,15597.694,16619.082,18111.654,19039.018,19578.258,20113.836,20552.136,22211.691,22240.999,22104.809,22452.706,23706.346,25069.214,26804.366,28760.596,29717.653,29555.792,30998.804,32771.029,33562.57,34873.157,36100.925,36518.451,37785.733,39366.945,40116.636,41190.549,40972.688,46260.657,51690.282,53074.32,54126.235,56527.76,45,0,0.0,26400.286000000004,22452.706,8659.744,56527.76,13433.798707471216,47868.016,8659.744,56527.76,1981,2025,47868.016,552.764793047,54126.235,2401.5250000000015,4.436896451415846,4.3559457298694815,998.2716623188397,Increasing,Positive,10.94250481417314,10.181168000069222,82,43,24,197,2,1142,2,1,1,1,0,85,0.0
Kuwait,KWT.NGDPRPPPPC.A,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,64475.006,62970.178,59815.833,57233.099,56131.683,56821.904,53684.485,55389.404,54376.008,54050.106,61683.627,66146.999,77909.549,80773.628,82675.941,73531.45,68328.323,63174.285,62572.509,63196.131,61063.006,58818.82,56426.863,55841.511,51394.623,50496.676,51126.034,50105.435,50364.888,49195.629,47208.984,45601.008,46257.337,45,0,0.0,43310.94305555555,54050.106,10.478,82675.941,27620.582352205096,82665.463,12.017,46257.337,1981,2025,46245.32,384832.4873096447,45601.008,656.3289999999979,1.4392861666566623,20.63852340372996,1369.5272363636366,Increasing,Positive,10.741996986155247,10.676183697103392,92,35,16,195,2,1142,2,1,1,1,0,85,0.0
Israel,ISR.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,0.088,0.194,0.477,2.262,9.151,13.557,16.248,18.886,22.71,26.61,31.668,35.451,39.331,44.185,48.623,54.106,58.976,62.181,65.411,66.147,66.885,70.689,71.162,70.868,71.81,73.323,73.702,77.088,79.644,81.79,84.612,86.057,87.37,87.786,87.23,86.755,86.965,87.667,88.405,87.886,89.197,93.117,97.036,100.016,103.05,45,0,0.0,60.14160000000002,70.868,0.088,103.05,31.403448057932632,102.962,0.088,103.05,1981,2025,102.962,117002.27272727275,100.016,3.033999999999992,3.0335146376579663,17.41947141726172,2.297178524374177,Increasing,Positive,4.644871552839644,4.1131924855674455,82,43,2,197,1,590,2,1,0,0,0,85,0.0
Kuwait,KWT.GGXONLB_NGDP.A,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,-27.445,-2.763,2.253,12.323,24.793,29.925,19.931,28.449,52.66,45.395,31.284,27.374,30.527,36.244,24.265,32.43,15.997,22.991,22.774,30.397,31.689,29.705,16.242,-3.911,-9.165,-5.368,-1.207,-6.214,-24.733,-8.9,11.509,5.156,1.21,-2.25,45,0,0.0,14.027455555555559,13.396,-27.445,52.66,16.767950598070815,80.10499999999999,12.017,-2.25,1981,2025,-14.267,-118.7234750769743,1.21,-3.46,-285.9504132231405,,-0.24933280632410862,Decreasing,Negative,,2.709878898386002,92,35,37,190,3,3211,2,1,0,0,2,83,2.3255813953488373
Jordan,JOR.GGR.A,"Revenue, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,0.703,0.709,0.66,0.738,0.87,1.015,1.034,1.371,1.352,1.422,1.621,1.65,1.62,1.705,2.02,2.007,2.138,2.218,2.764,3.292,3.537,3.97,4.942,5.733,5.54,5.749,6.522,6.185,6.911,8.507,8.164,8.48,9.208,9.795,9.532,8.668,9.787,10.61,10.923,11.364,11.971,45,0,0.0,5.384655555555557,4.942,0.66,12.114,3.9991160185468466,11.454,12.017,11.971,1981,2025,-0.045999999999999375,-0.3827910460181358,11.364,0.6069999999999993,5.341429074269617,-0.008716110261242083,0.15537740447957712,Increasing,Positive,2.5627160963585363,1.8538975421492705,86,40,39,197,0,2134,0,1,0,0,0,85,0.0
Israel,ISR.TM_RPCH.A,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Units,Percent,9.749,4.126,6.386,-0.828,-0.934,9.224,18.962,-2.936,-4.904,8.856,15.97,8.783,14.07,13.196,9.368,7.657,4.661,2.572,16.115,12.338,-5.271,-1.051,-0.598,12.091,3.621,3.559,11.165,2.458,-13.745,15.119,11.234,2.161,0.914,1.966,-0.228,9.874,2.971,6.838,3.243,-7.582,19.64,11.699,-7.396,-0.7,8.166,45,0,0.0,5.390644444444446,4.661,-13.745,19.64,7.452914375523773,33.385,9.749,8.166,1981,2025,-1.5830000000000002,-16.237562826956612,-0.7,8.866,1266.5714285714284,-0.4018846433804346,-0.08298708827404533,Decreasing,Positive,2.215500986086932,1.8548351153299547,82,43,28,176,3,3211,2,1,0,0,0,85,0.0
Kuwait,KWT.NGDPRPC.A,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Units,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,11509.408,11240.782,10677.701,10216.658,10020.045,10143.256,9583.197,9887.541,9706.64,9648.464,11011.12,11807.875,13907.603,14418.869,14758.45,13126.071,12197.263,11277.217,11169.794,11281.117,10900.334,10499.725,10072.737,9968.247,9174.434,9014.142,9126.489,8944.302,8990.617,8781.893,8427.258,8140.218,8257.379,45,0,0.0,7734.184922222223,9648.464,10.478,14758.45,4926.106348391719,14747.972000000002,12.017,8257.379,1981,2025,8245.362000000001,68614.14662561372,8140.218,117.16100000000097,1.4392857783415747,16.00543094310205,244.2082173913044,Increasing,Positive,9.0189836002827,8.9535346699253,92,35,15,196,0,2134,2,1,1,1,0,85,0.0
Kuwait,KWT.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,15.9575,15.882,17.0715,18.5545,18.567,19.225,19.9765,19.685,17.137,19.4495,20.038,19.6845,19.453,2.901,3.276,2.947,1.56,0.556,1.092,2.102,3.424,3.981,3.642,2.899,2.362,45,0,0.0,12.134899999999998,13.831,0.556,20.038,6.359538080531264,19.482,12.017,2.362,1981,2025,-9.655,-80.34451194141633,2.899,-0.5369999999999999,-18.52362883753018,-3.6297880003506644,-0.2262050065876141,Decreasing,Positive,1.2125360349864238,2.575272809861472,92,35,3,197,3,3211,2,1,0,0,0,85,0.0
Israel,ISR.GGXCNL.A,"Net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,-4.44,-23.007,-48.686,-30.06,-21.312,-18.086,-6.648,-3.234,-27.649,-54.753,-33.25,-32.857,-45.271,-43.772,-25.699,-14.167,-21.972,-15.006,-48.304,-53.972,-150.524,-53.289,5.222,-101.263,-161.951,-110.038,45,0,0.0,-19.688933333333335,-6.648,-161.951,16.064,43.06773166684395,178.015,12.017,-110.038,1981,2025,-122.05499999999999,-1015.6861113422652,-161.951,51.913,32.05475730313489,,-2.475626086956531,Decreasing,Negative,,,82,43,32,197,0,2134,0,1,0,0,3,82,3.488372093023256
Jordan,JOR.NGDP_RPCH.A,"Gross domestic product (GDP), Constant prices, Percent change",Units,Percent,14.973,5.846,1.366,5.478,-1.088,5.934,2.71,2.891,-10.661,-1.604,-5.65,16.856,4.36,5.003,5.951,1.913,3.741,3.206,3.237,4.2,4.987,6.584,3.98,8.257,8.822,8.515,8.373,8.304,5.116,2.638,2.907,2.404,2.723,3.323,2.523,2.112,2.508,1.854,1.856,-1.152,3.752,2.747,3.129,2.556,2.683,45,0,0.0,3.7814000000000014,3.206,-10.661,16.856,4.3812395993911055,27.517000000000003,14.973,2.683,1981,2025,-12.290000000000001,-82.0810792760302,2.556,0.12699999999999978,4.96870109546165,-3.8321703752786984,-0.028885243741767173,Decreasing,Positive,1.3037276374629283,1.5647333906496208,86,40,17,197,3,3211,2,1,0,0,0,85,0.0
Iraq,IRQ.NGDP_R.A,"Gross domestic product (GDP), Constant prices, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,112208.512,114190.797,104822.921,66398.213,101845.262,103551.403,109389.941,111455.813,120626.517,124702.848,132687.029,142700.217,162587.533,174990.175,176282.471,180754.016,209986.371,206816.957,212262.404,224124.577,196313.193,199116.654,214474.101,216447.508,216677.178,215779.078,45,0,0.0,92254.43722222222,104822.921,10.478,224124.577,87787.82927081609,224114.099,12.017,215779.078,1981,2025,215767.06100000002,1795515.1951402181,216677.178,-898.1000000000058,-0.41448758392081597,24.935731880841374,6346.63387048748,Increasing,Positive,12.28201501058455,11.432316500244164,80,32,14,196,0,2134,0,1,1,1,0,85,0.0
Israel,ISR.NGSD_NGDP.A,"Gross national savings, Percent of GDP",Units,Percent,12.179,11.801,13.077,13.592,19.414,20.14,12.756,14.481,15.993,17.69,20.721,21.463,19.596,18.355,23.844,23.967,24.456,24.67,24.209,23.39,23.046,22.009,22.324,23.655,25.949,26.946,26.631,23.695,24.026,24.274,24.475,23.643,24.621,26.351,26.766,26.336,26.439,26.679,26.853,28.777,29.225,30.388,29.532,26.722,25.808,45,0,0.0,22.68808888888889,23.967,11.801,30.388,4.920742847755547,18.587000000000003,12.179,25.808,1981,2025,13.629,111.90573938747023,26.722,-0.9140000000000015,-3.4204026644712275,1.721401349179219,0.3298674571805006,Increasing,Positive,3.2887003504350094,3.1649723432782717,82,43,27,172,3,3211,2,1,0,0,0,85,0.0
Jordan,JOR.PPPSH.A,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",Units,Percent,0.081,0.085,0.084,0.085,0.081,0.083,0.082,0.081,0.07,0.066,0.061,0.064,0.065,0.067,0.068,0.067,0.067,0.067,0.067,0.066,0.068,0.071,0.071,0.073,0.076,0.078,0.081,0.085,0.09,0.088,0.087,0.086,0.086,0.086,0.085,0.084,0.083,0.078,0.078,0.081,0.071,0.07,0.07,0.07,0.069,45,0,0.0,0.07604444444444443,0.078,0.061,0.09,0.008235056867815888,0.028999999999999998,0.081,0.069,1981,2025,-0.011999999999999997,-14.814814814814811,0.07,-0.0010000000000000009,-1.4285714285714297,-0.36375192775934817,6.548089591567965e-05,Increasing,Positive,0.06672363204290818,0.0732917661323207,86,40,26,197,3,3211,2,1,0,0,0,85,0.0
Israel,ISR.PPPSH.A,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",Units,Percent,0.231,0.233,0.233,0.228,0.23,0.23,0.238,0.236,0.231,0.237,0.243,0.234,0.238,0.248,0.262,0.267,0.266,0.27,0.269,0.278,0.272,0.265,0.259,0.258,0.257,0.258,0.261,0.262,0.267,0.268,0.272,0.27,0.272,0.273,0.27,0.273,0.275,0.268,0.265,0.269,0.276,0.283,0.28,0.273,0.272,45,0,0.0,0.25822222222222224,0.265,0.228,0.283,0.016936900125423954,0.054999999999999966,0.231,0.272,1981,2025,0.04100000000000001,17.74891774891775,0.273,-0.0010000000000000009,-0.3663003663003666,0.37201835815765527,0.0011105401844532293,Increasing,Positive,0.24059046491793043,0.22969978991343382,82,43,26,197,3,3211,2,1,0,0,0,85,0.0
Kuwait,KWT.NID_NGDP.A,"Gross capital formation, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,14.759,15.104,13.639,18.452,14.556,10.665,14.305,17.128,16.633,18.186,16.427,16.158,20.457,17.63,17.966,17.659,13.548,12.835,14.351,16.29,25.428,29.959,27.731,25.547,23.002,18.651,14.468,16.549,17.761,15.103,17.265,45,0,0.0,16.20789999999999,15.103,10.478,29.959,4.36078511566438,19.481,12.017,17.265,1981,2025,5.248000000000001,43.6714654239827,15.103,2.162000000000001,14.315036747666031,0.826943665737434,0.2051291172595514,Increasing,Positive,2.904986660247246,2.845368580697962,92,35,11,174,3,3211,2,1,0,0,0,85,0.0
Israel,ISR.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",Units,Percent,-5.14,-7.94,-7.47,-5.239,3.551,3.726,-3.427,-1.637,0.414,0.277,-1.839,-1.125,-3.191,-3.841,-5.08,-5.278,-3.559,-1.657,-2.442,-2.336,-2.487,-2.202,-0.519,0.869,2.25,3.317,2.169,0.438,2.849,2.709,0.998,-0.29,2.254,3.477,4.624,3.198,3.188,2.487,2.968,3.797,3.078,2.741,3.13,2.922,1.461,45,0,0.0,-0.08459999999999962,0.438,-7.94,4.624,3.3676230719226066,12.564,-5.14,1.461,1981,2025,6.601,128.4241245136187,2.922,-1.461,-50.0,,0.18268998682476945,Increasing,Positive,0.9005677714089189,,82,43,4,196,3,3211,2,1,0,0,2,83,2.3255813953488373
Israel,ISR.GGSB_NPGDP.A,"Structural balance, General government, Percent",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,-3.246,-4.908,-7.197,-3.141,-1.995,-1.602,-0.535,-0.993,-3.822,-5.82,-3.671,-4.024,-4.522,-4.25,-2.451,-0.824,-2.153,-2.498,-3.839,-3.978,-8.2,-3.399,-0.614,-5.905,-8.036,-5.009,45,0,0.0,3.5856444444444455,-0.993,-8.2,16.064,8.853097860881434,24.264,12.017,-5.009,1981,2025,-17.026,-141.6826162935841,-8.036,3.0269999999999992,37.667994026879036,,-0.5542994729907779,Decreasing,Negative,,1.5229306507812224,82,43,42,85,3,3211,2,1,0,0,2,83,2.3255813953488373
Israel,ISR.PPPGDP.A,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,Not Specified,34.185,36.815,39.246,41.561,44.784,47.307,52.111,55.871,58.886,65.142,70.455,77.217,82.028,89.653,100.369,108.176,114.015,120.025,125.726,139.62,143.15,145.153,150.142,161.349,173.652,189.015,206.392,217.133,221.138,236.236,254.403,265.387,280.942,296.463,305.905,322.819,342.875,356.214,372.817,377.537,433.341,493.702,522.529,540.608,572.239,45,0,0.0,201.8740666666667,150.142,34.185,572.239,150.78243913023704,538.0540000000001,34.185,572.239,1981,2025,538.0540000000001,1573.9476378528598,540.608,31.631000000000085,5.851004794601651,6.613528040218664,10.91647891963108,Increasing,Positive,6.351302732718319,5.312585425290182,82,43,22,197,2,1142,0,1,0,0,0,85,0.0
Kuwait,KWT.GGX.A,"Expenditure, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,3.239,2.947,2.757,2.894,3.094,6.523,6.515,4.507,4.195,4.245,4.194,4.009,4.008,4.068,4.059,3.439,4.406,4.931,5.423,6.166,6.774,9.492,9.896,16.167,13.047,15.019,16.845,18.563,18.961,20.807,19.057,17.865,18.987,21.372,21.485,21.385,21.633,22.248,24.556,23.689,24.236,45,0,0.0,11.400122222222224,9.896,2.757,24.556,7.5426910823081785,21.799,12.017,24.236,1981,2025,12.219000000000001,101.68095198468838,23.689,0.5470000000000006,2.309088606526238,1.6071340812410018,0.4682403820816854,Increasing,Positive,3.228271546508563,2.5177063291932393,92,35,7,197,0,2134,0,1,0,0,0,85,0.0
Jordan,JOR.GGXONLB_NGDP.A,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,-4.638,-0.739,-9.871,-7.451,0.975,1.522,0.453,9.469,3.848,2.775,2.97,1.265,1.129,-1.879,2.776,2.469,2.415,-0.269,1.403,2.844,0.198,0.557,5.216,3.89,-0.348,1.987,0.587,-1.024,-5.687,-3.248,-1.857,0.326,-0.133,-0.773,-1.391,-3.464,-2.338,-0.761,-1.735,-1.687,-0.729,45,0,0.0,0.9856555555555554,0.453,-9.871,12.114,4.594464955275264,21.985,12.017,-0.729,1981,2025,-12.745999999999999,-106.06640592493966,-1.687,0.9580000000000001,56.78719620628334,,-0.14728517786561435,Decreasing,Negative,,0.6859491143050154,86,40,37,190,3,3211,2,1,0,0,2,83,2.3255813953488373
